Start String,Generated New Vocab,Attempts
hippie,hippiensis,0
b,bargensis,2
bal,bal,0
baline,balineae,0
b,beidsi,0
balin,balina,0
bali,balisi,0
ba,ba,0
bali,balis,2
b,balus,1
baline,balinea,0
l,landicus,1
laniu,laniu,16
lani,lani,0
laniu,laniu,19
laniu,,nan
la,laka,14
laniu,,nan
laniu,laniu,15
la,lay,12
lan,lang,1
lyug,lyugi,0
lyugadinu,,nan
l,longiana,0
lyugadin,lyugadina,0
lyuga,lyuga,0
ly,lyi,0
lyugad,lyugadi,0
lyugadinus,,nan
lyu,lyundi,0
lyugadi,lyugadi,0
tenebrosus,,nan
tenebro,tenebro,0
ten,tensis,0
te,tensis,0
tenebr,tenebrus,0
tene,tenei,0
teneb,tenebi,0
t,tmana,0
tenebrosu,tenebrosum,1
tenebros,,nan
guangxicu,,nan
guangxic,guangxica,0
gu,guanensis,0
g,gan,0
gua,gua,0
guangx,guangxiani,3
guangxi,guangxiao,0
guangxicus,,nan
guan,guanus,0
guang,guangi,0
s,sarovi,0
sa,sari,1
sara,sara,1
sarahcrewsae,,nan
sarahc,sarahchevi,0
sarahcrew,sarahcrewi,1
sarahcr,sarahcrae,0
sarahcrews,sarahcrewsi,0
sarahcre,sarahcre,0
sar,sarini,0
cuneatu,,nan
cun,cuna,0
cun,cunus,0
cu,cua,0
cunea,cunea,0
c,chanoensis,0
cunea,cunea,0
cune,cunensis,0
cune,cunensis,0
cuneatus,,nan
coottha,cootthana,0
coott,cootta,0
coo,coonis,0
co,co,0
c,chius,0
cootth,cootthi,0
cootth,cootthana,0
coo,coonsis,0
coott,cootti,0
cootth,cootthami,0
blanc,blancaviae,0
bl,bli,0
bl,bli,0
blanc,blanchi,1
bla,blae,0
bla,blavei,0
bla,blae,0
blanco,blancoi,0
b,bruni,0
b,bandei,0
valqu,valqueri,0
va,va,0
valquiri,valquiri,0
valq,valqi,0
valquir,valquiri,0
valqu,valqui,0
val,vallii,0
valquiri,valquiri,0
va,va,0
v,valdi,0
lacte,lactei,0
lac,lachi,0
lact,lactae,3
lac,lachea,0
la,lae,7
lacteus,lacteusa,13
lacteus,lacteusi,14
lacteus,lacteusi,1
lacte,lactei,0
l,leonis,0
consuelo,consuelotris,1
consue,consuensis,0
con,con,0
c,chongensis,0
consuel,consuello,0
consuelo,,nan
consuelo,consuelotata,1
co,conensis,0
cons,cons,0
con,conense,0
schubo,schuborum,0
sc,schi,0
schub,schub,0
schubotzi,,nan
sch,schiana,0
sc,schae,0
sc,scens,0
schubotzi,,nan
schubo,schubongo,0
sc,schi,0
dep,dep,0
depunct,depunctatus,0
depunc,depunctatus,1
d,des,0
de,deri,0
depunct,depunctata,0
de,deranda,0
dep,dephensis,0
de,deri,0
depunct,depunctata,0
yacuiens,,nan
yacuiensis,,nan
yacuien,,nan
yacuiensi,,nan
y,y,4
yacuie,,nan
yacui,,nan
ya,ya,0
yacu,yacu,0
yac,yaca,0
kopo,kopo,0
koponeni,koponenii,5
kopon,koponi,0
kopone,koponensis,0
kopon,kopon,0
kopon,koponi,0
kopo,kopoke,0
kop,kop,0
kopone,koponensis,0
k,kyi,0
per,pera,0
per,pera,0
pe,peta,0
p,pas,0
perc,percepta,0
pe,pe,0
pe,pe,0
percy,percyla,0
perc,perce,0
per,pera,0
dunstani,dunstanicus,4
dunstani,dunstanicum,0
dunsta,dunstanicus,0
dun,dunka,0
dunstani,dunstanicum,0
dun,dunga,0
dunst,dunstrri,1
dun,dung,0
d,dotica,0
dun,dunda,0
fuscoma,fuscoma,0
fusco,fuscorum,0
fuscomaculatum,,nan
fuscomacul,fuscomaculatus,0
fuscom,fuscomaculatus,0
fuscomaculatu,fuscomaculatus,0
fuscomac,fuscomaculatus,0
fuscomacu,fuscomaculatus,0
fuscomacula,fuscomaculatus,0
fuscomaculat,fuscomaculatus,1
st,strani,0
str,strae,0
strab,strabilis,0
stra,stra,0
stra,stra,0
s,strerii,0
strab,strabilis,0
straba,strabal,1
strab,strabilis,0
str,strum,0
palik,palika,0
palikea,palikeae,0
palikea,palikeae,0
p,pata,1
pal,pal,0
pa,pa,0
pal,palva,0
pa,palama,0
palike,palike,0
pal,palawans,0
xiq,xiquaensis,0
xiquanens,,nan
xiqua,xiqua,0
xiqu,xiquensis,0
xi,xi,0
xiquane,xiquane,3
xiquanen,xiquanense,0
xiquanensis,,nan
x,xiang,0
xiquanensi,,nan
zang,zangensis,0
zanghe,zanghe,0
zan,zanicus,0
zan,zan,0
zan,zani,0
zang,zangense,0
zangherii,,nan
zang,zangensis,0
zang,zangensis,0
zang,zangensis,0
trima,trimannae,0
trim,trim,0
tr,trax,0
tri,trix,0
tri,trim,0
t,tatus,0
t,tova,0
trima,trima,0
tr,trohamstatus,0
t,ta,0
coe,coeleti,0
c,chini,0
c,chmaticus,0
coen,coensis,0
c,chi,0
coeno,coenoides,0
coe,coeli,0
coeno,coenoides,0
coenosa,,nan
coeno,coenoides,0
simoni,,nan
si,,nan
simonis,,nan
simonis,,nan
simoni,,nan
simoni,,nan
simo,simorphus,0
simon,simontana,0
si,,nan
sim,simmai,9
b,berg,0
bimucronatu,,nan
bimucronatus,,nan
bi,bi,1
bimucr,bimucris,0
bimu,bimus,0
bimucrona,bimucrona,0
bimucron,bimucron,0
bimuc,bimuchi,0
bimucro,bimucros,0
de,densis,0
dem,demi,0
demersa,demersanae,0
demersa,demersai,0
demer,demeri,0
dem,demini,0
d,doutensis,0
dem,demi,0
deme,demeri,0
de,dera,0
altim,altimus,1
alt,altsi,0
altimontan,altimontani,4
altimo,altimoi,0
altimon,altimoni,0
altimont,altimontus,4
al,al,0
altimontanu,,nan
altimonta,altimontai,0
a,arma,0
ha,hae,0
haplotar,haplotaria,0
h,homie,0
haplota,haplotas,0
haplotars,haplotars,0
haplo,haploras,0
haplot,haplot,0
hap,hapillae,0
haplotarsa,haplotarsalis,2
hapl,haplemi,0
akha,akhanicus,0
a,antha,0
akh,akha,0
akh,akhanica,0
akhanii,,nan
a,arti,0
akhan,akhan,0
a,a,1
akhani,akhanicus,0
a,angensis,0
calcitr,calcitrix,0
calcitrans,,nan
calci,calcis,0
c,cho,0
calcitra,calcitra,0
ca,ca,0
calcitran,calcitrana,0
calc,calcabilis,0
calcit,calcita,0
cal,calis,0
she,sher,0
s,sangensis,1
she,shergensis,0
s,sanensis,1
she,sherni,0
she,sheri,0
sheba,shebae,0
s,strurkie,1
sh,sharensis,0
sh,shordi,0
alp,alpi,0
alpinu,alpinum,1
alp,alpa,0
alpinus,,nan
alpin,alpin,3
alpinus,,nan
a,a,0
alpinus,,nan
alp,alpai,0
alpinus,,nan
vassununga,vassunungae,3
vass,vassei,0
vassunung,vassunung,0
vassunu,vassununensis,0
vassu,vassus,0
vassunun,vassunun,0
vas,vasi,0
v,villei,0
va,vae,0
vassun,vassungo,0
p,phalus,1
po,pothicus,2
pougnet,pougnetae,5
pou,pouensis,0
pougneti,,nan
pougne,pougnei,0
pougne,pougnei,0
poug,pougi,0
p,pas,0
pougneti,,nan
pe,pe,0
p,prosus,0
pen,pensis,0
pen,peni,0
pentodon,pentodongensis,3
pentodo,pentodos,0
pentod,pentodevi,0
pentodon,pentodongensis,7
pentod,pentod,0
pe,pe,0
flavocin,flavocina,7
flavo,flavosum,0
flavoci,flavocini,0
flavoc,flavocallarta,0
flavocinct,,nan
flav,flavorum,0
fl,fles,0
f,ferna,0
fla,fla,0
flavocincta,,nan
gibber,gibberi,0
gibb,gibborskii,1
g,ger,0
gibbe,gibbe,0
gibber,gibbergi,0
gi,ginus,0
gibber,gibbermi,0
gibber,gibbersi,0
g,gastrus,1
gi,gi,0
se,sensis,0
seneg,senegorum,0
senegalensis,,nan
senegalensi,,nan
sene,senell,0
sen,sensis,0
senegalens,senegalense,3
s,strata,0
senegal,senegali,0
senegale,,nan
katy,katy,0
katy,katy,0
ka,ka,0
kat,katana,0
kat,katus,0
k,kiensis,0
katy,katy,0
katya,katyana,3
ka,ka,0
kat,kata,0
f,fossa,0
flora,,nan
flor,florum,0
flora,,nan
flo,flona,0
fl,fles,0
flor,florum,0
fl,flei,0
flora,,nan
flora,,nan
p,phalus,0
pelz,pelzae,0
pelze,pelzeae,0
pel,peli,0
pelzel,pelzela,0
pel,pellio,0
pe,pe,0
pelzel,pelzeli,0
pelzelni,,nan
pelzel,pelzeli,0
pon,poni,0
ponan,ponan,0
pon,pontensis,0
pona,pona,0
po,pono,0
ponanga,,nan
ponang,ponang,0
pona,pona,0
ponan,ponani,0
ponan,ponana,0
hippore,hipporensis,0
hi,hi,0
hipp,hippi,0
hip,hipa,0
hipporeg,hipporegui,0
hippo,hippoi,0
h,huaensis,0
hipporegia,hipporegiana,0
hippor,hipporum,0
hipporegi,hipporegi,0
j,jan,0
jimredneri,,nan
jimr,jimraman,0
jim,jimanus,2
jimredner,jimrednerae,8
jimredn,jimredni,0
jimre,jimrei,0
jimred,jimredti,0
ji,ji,0
jimredne,jimrednei,0
sh,shari,0
shan,shanica,1
shan,shani,3
shangr,shangri,0
shangri,shangri,0
sha,shana,0
s,strum,0
sha,shanae,1
shangrila,shangrilae,0
s,schana,0
nelli,,nan
ne,nei,0
nel,nela,0
ne,nes,0
nell,nella,0
ne,nensis,0
n,noma,0
nell,nella,0
ne,nensis,0
ne,nesis,0
v,verdensis,0
vega,vegae,9
v,vami,0
ve,ve,0
veg,vegi,0
veg,vegi,0
vegas,vegasi,9
veg,vegae,0
vega,,nan
vegas,vegasi,18
pugi,pugia,0
pugilis,,nan
pug,pugensis,0
pugilis,,nan
pug,puga,0
pu,pus,2
pugi,pugina,0
p,puccalis,0
pugilis,,nan
pu,pulata,2
ku,ku,0
kugitangi,kugitangi,0
k,kal,0
kug,kuga,0
kugitangic,kugitangicus,0
kugitangica,,nan
kugitan,kugitangae,0
kugit,kugita,0
kugita,kugita,0
kugitang,kugitang,0
se,sensis,0
semili,semili,0
semilimba,semilimba,0
sem,semari,0
semil,semil,0
semilimbat,semilimbatuba,0
semi,seminus,0
semilimb,semilimba,0
semilim,semilim,0
s,schrupte,2
mura,murai,0
mur,murensis,0
muralico,,nan
muralicol,muralicolensis,4
muralic,muralica,0
m,mbo,0
murali,muralita,14
mu,mu,0
mural,murali,0
muralicola,,nan
sche,schevi,0
schen,schensis,0
schen,schensis,0
schenke,schenkei,0
schenke,schenkei,0
schenke,schenkeae,0
schen,schensis,0
sche,sche,0
schenkel,schenkella,0
s,sus,1
pseudovagans,,nan
pseud,pseuderi,0
pseudova,pseudova,0
pseudovag,pseudovagi,0
pseudov,pseudovae,0
pseudovaga,pseudovaga,0
pseudovagan,pseudovagani,0
pseu,pseus,0
pse,pse,0
ps,ps,0
a,ardabi,1
aos,aos,0
ao,ao,0
aosen,aosensis,0
a,a,0
aos,aoshanensis,0
aosen,aosensis,0
aos,aos,0
aos,aos,0
aosen,aosensis,0
tigr,tigri,0
tig,tigen,0
tigr,tigrenskoensis,0
tig,tigua,0
tigre,tigrensis,7
tig,tiger,0
ti,tivum,0
ti,tialis,0
tig,tiga,0
tigre,tigrensis,6
mene,menegri,0
menemer,menemeri,0
menemere,menemerea,0
meneme,menemeri,0
men,mensis,0
menemerella,menemerellae,10
menemerel,menemereli,0
menemerell,menemerelle,3
me,mera,0
menem,menem,0
athl,athlardi,0
athleticu,,nan
ath,athae,0
athletic,athleticarius,0
at,atus,3
a,angensis,0
athle,athle,0
athleticus,,nan
athlet,athletae,0
athleti,athleti,0
apot,apotensis,0
apotheti,apothetia,0
a,amelli,0
apoth,apothorum,0
apothetic,apotheticum,7
apothetica,,nan
apothet,apothet,0
apothe,apothei,0
ap,apera,0
apo,apouri,0
niphoco,niphocos,0
niphocosm,niphocosma,1
niphocosmum,,nan
niphoc,niphoca,0
niphocos,niphocos,0
nipho,niphora,0
niphocosmu,niphocosmus,0
n,niae,0
nip,nips,0
ni,nio,0
zabalet,zabaletheri,0
zabalet,zabaletae,0
z,zunai,0
zaba,zabal,0
zabaleta,zabaletae,0
zabalet,zabaletae,0
zabale,zabalensis,0
zabal,zabalensis,0
zabaleta,zabaletanensis,1
zabalet,zabalethae,0
bra,brata,0
br,bri,0
branta,brantana,1
br,bruni,0
br,brosus,1
b,brooki,0
bra,brata,0
bra,bratus,0
branta,brantana,1
bra,braliei,0
fu,fun,0
furcu,furcus,0
furculo,furculosa,0
f,formatacea,0
furculos,furculosa,9
furculosu,furculosum,0
furc,furci,1
furcul,furculus,1
furculosus,,nan
fur,fura,8
yas,yasa,0
yasu,yasu,0
yas,yas,0
yasudai,,nan
yas,yasa,0
yas,yashi,0
yasud,yasuda,0
yasu,yasu,0
ya,ya,0
yasudai,,nan
t,termitosus,1
tinalandi,tinalandi,0
tinal,tinalis,0
tinala,tinala,0
tinaland,tinalandi,0
tinalandia,,nan
tina,,nan
ti,tiani,0
tinalan,tinalana,0
tin,tingulatus,1
plan,plani,0
pla,pla,0
planu,planuta,8
plan,planae,1
planu,,nan
pla,pla,0
pl,pleata,0
planus,,nan
planus,,nan
plan,planae,0
fl,fleri,0
flavifr,flavifreyi,0
flavi,flavi,0
flav,flavi,0
flavifron,,nan
fla,flai,0
flavifrons,,nan
flavif,flaviformis,0
f,fesure,0
flavifro,flavifross,16
r,radina,0
rio,rioides,0
ri,ri,0
rio,rioides,0
ri,ris,0
rio,rioides,1
ri,ri,0
ri,ri,0
rio,riola,0
ri,ris,0
robertoi,,nan
rober,rober,0
robe,rober,0
roberto,robertohum,0
robe,robe,0
r,ra,0
robertoi,,nan
ro,ro,0
ro,ro,0
robert,roberta,0
la,lae,4
laura,laurai,4
laura,laurai,5
laura,laurai,1
lau,lau,0
laura,laurai,1
l,landensis,0
l,lli,0
laur,lauri,0
laur,laurei,0
fur,furi,0
fu,fun,0
furcatella,,nan
furca,furcae,6
furcate,furcate,0
furcatel,furcatello,0
f,fiensis,0
furcatell,furcatellum,0
furc,furch,5
furcat,furcatlandi,1
rem,remi,0
reme,remei,0
remed,remedi,0
remed,remedi,0
remediu,remediu,0
remedi,remedi,0
remedius,,nan
re,re,0
re,rea,0
remedi,remedi,0
m,maena,1
mit,mitae,0
mitific,,nan
mitific,mitificum,5
mitifi,mitifi,2
mitifica,mitificae,8
mi,mia,0
mit,mitae,0
mitif,mitiformis,0
mitifi,mitifi,8
a,a,0
armatissimu,armatissimum,1
armatiss,armatissa,0
ar,ariensis,0
armatissimus,,nan
arma,armayi,0
armatis,armatis,0
armati,armatie,0
armat,armati,0
armatissim,armatissimum,1
uzag,uzaguensis,0
uzaga,uzagai,0
uza,uzai,0
uza,uzai,0
uzaga,,nan
uza,uzai,0
uzaga,,nan
uzaga,,nan
uz,uzu,0
u,us,0
bi,bix,0
bic,bica,0
b,bius,0
bicurvata,,nan
bicurvata,,nan
bicur,bicura,0
bicu,bicus,0
bicur,bicura,0
bicu,bicus,0
bicur,bicuraris,0
signiventr,,nan
signiv,signivum,0
sig,sigensis,0
signivent,signiventi,0
signi,signitata,0
s,strangi,0
signiventris,,nan
sign,signiae,0
si,sirioides,0
signiven,signivens,1
demerara,demerara,0
demer,demeri,0
demerarae,,nan
deme,demeria,0
demerara,demerarava,1
dem,demanni,0
demer,demeri,0
demerara,demerara,0
demerar,demeraria,0
d,dorii,0
shuquiang,shuquiang,0
s,strus,0
shuquian,shuquian,0
shu,shuni,0
shuqui,shuqui,0
shuquiangli,shuquiangli,0
shuquia,shuquia,0
shuqu,shuqui,0
shuquiangl,shuquianglia,0
sh,shi,0
warden,wardensis,0
warden,wardensis,0
w,wifi,0
wardeni,wardenii,3
wardeni,wardeniensis,4
wardeni,wardenins,7
w,wayi,0
war,warri,0
warden,wardensis,0
wardeni,wardenis,2
i,illai,0
isla,islai,0
islamita,islamitae,0
islami,islami,0
is,is,0
islami,islami,1
isla,islae,0
isl,islawi,0
islam,islama,0
islam,islam,0
puc,pucus,0
pucu,pucu,0
p,pitu,0
pucuna,,nan
pucuna,,nan
p,pera,0
pucun,pucuni,0
puc,pucensis,0
puc,puc,0
pu,pularis,0
misch,misch,2
mis,misha,0
mi,mica,0
m,mittae,0
misch,misch,11
misch,mischai,1
mis,misdorum,0
mis,mishanensis,0
misc,misca,0
m,murura,1
semicastaneus,,nan
semicastane,semicastane,0
semic,semichamiana,0
sem,sema,0
semicas,semicas,0
semicastaneu,,nan
s,sangeri,0
semica,semica,0
semi,semina,0
semicastan,semicastansa,0
ar,are,0
ara,ara,0
ara,ara,0
arawak,arawaka,1
ar,ary,0
arawakan,arawakana,1
araw,arawensis,1
arawa,arawani,8
arawak,arawaka,2
a,adensis,0
heizerensi,,nan
h,harensis,0
heizerensis,,nan
he,heva,0
heiz,heizi,0
hei,hei,0
heizere,heizeret,0
heize,heize,0
heizerens,heizerense,12
heizer,heizeri,0
orph,orphus,0
orpheu,,nan
orp,orp,0
orphe,orphensis,0
or,orum,1
o,onius,0
orp,orphi,0
orph,orphes,0
orph,orphi,0
orp,orpine,0
hamaens,,nan
hamaen,,nan
hama,hamai,0
hamaen,,nan
ham,hamiolum,0
hamaens,,nan
hamaen,,nan
ham,hami,0
h,hami,0
hamae,hamae,0
pi,piens,1
pi,pi,0
pictipe,pictipector,3
pictipes,,nan
picti,picti,0
pictipe,pictipens,1
pictipes,,nan
pict,pictera,2
pictip,pictipalpis,7
p,pectans,3
torsivoide,,nan
t,tensis,0
torsivoid,,nan
torsi,torsis,0
torsivo,torsivo,0
tor,tor,0
torsivoi,torsivoi,0
tors,tors,0
torsivoides,,nan
torsiv,torsivittata,1
nicolas,nicolas,0
nicolas,nicolas,0
n,na,0
nicol,nicola,0
nic,niceps,0
nic,niceps,0
nicola,nicola,0
nico,nicola,0
nicolasi,nicolasi,0
nico,nicola,0
auctif,auctiformis,0
auctificus,,nan
au,au,0
a,a,0
auctifi,auctifira,3
auctificu,,nan
aucti,aucti,0
auc,auchi,0
auct,auctisensis,0
auctific,auctifica,14
m,manvi,0
melliss,mellissimum,6
mellissi,mellissima,0
mellissi,mellissima,0
mellissi,mellissima,0
mellis,mellisi,0
me,meralli,0
mell,mellae,0
melli,melli,0
mellis,mellis,0
garrafensis,,nan
garra,garra,0
garrafen,garrafense,2
ga,gana,0
garr,garri,0
g,gosus,0
garraf,garrafae,0
garrafe,garrafena,0
gar,gar,0
garrafensi,,nan
okor,okorum,0
okoros,okoros,0
okorosav,okorosava,0
oko,oko,0
okorosav,okorosavi,0
okorosav,okorosavo,0
okorosa,okorosanensis,0
okorosa,okorosanensis,0
okoro,okoro,0
ok,oki,0
anom,anoma,0
anomid,anomidjami,0
an,antrapia,0
anomi,anomiszaki,0
anom,anomae,0
an,ani,0
anom,anoma,0
ano,ano,0
anomid,anomidt,0
ano,ano,0
c,chronia,1
cress,cressi,2
cressa,cressae,4
cr,cricus,0
cres,cres,0
c,chaetensis,1
cress,cressi,1
cress,cressi,0
cress,cressi,1
cr,cretanica,1
sin,singeri,0
s,soni,0
si,,nan
sino,sinorum,0
si,siwa,19
sino,sino,0
sino,sino,0
sinop,sinops,0
si,siria,0
sin,singi,0
trico,tricola,0
tricol,tricola,0
t,tior,0
tricoloripes,,nan
tricoloripe,tricoloripem,13
tricolorip,tricoloripa,2
tr,trocatus,0
tricolori,tricoloris,0
tricolor,tricolorae,6
tri,trix,0
rufi,rufis,1
ru,rus,0
r,rensis,0
rufisque,rufisquensis,0
ru,rus,0
rufi,rufis,0
ruf,rufes,1
ru,rum,0
rufisque,rufisquerti,0
ruf,rufe,1
scapulat,scapulata,1
scapula,,nan
scapul,scapul,0
sc,schae,0
scapulatus,,nan
scap,scapensis,0
sca,scap,0
s,s,1
scapu,scapus,0
scapulatu,scapulatum,12
matura,matura,0
m,minatiensis,0
maturata,,nan
ma,ma,0
ma,ma,0
matur,matur,0
matur,maturus,0
matur,matur,0
matur,matur,0
matu,matus,0
cor,corum,0
cornifr,,nan
corn,corni,0
cornifrons,,nan
cornifron,,nan
cornif,cornifer,0
co,co,0
c,cho,0
corni,,nan
cornifro,cornifroms,2
mon,mon,0
monacan,monacana,0
monacanthu,monacanthus,6
monacanth,monacanthoides,0
monac,monaca,0
mo,mo,0
mona,,nan
monacanthum,,nan
monacant,monacantha,0
m,margi,0
c,curata,0
cyanog,cyanogus,0
cyanognathus,,nan
cyanognat,,nan
cyan,cyani,0
cy,cyanus,0
cyanognath,cyanognathai,17
cyano,cyanoa,0
cyanogna,cyanognadha,7
cyanogn,,nan
min,minger,0
minus,minus,0
m,ma,1
mi,mica,0
minusculu,,nan
minuscu,minuscus,0
minuscul,minusculata,0
minusculus,,nan
minusc,minusca,1
minu,minus,0
ariadnae,ariadnaevi,15
ariadn,ariadnei,0
aria,aria,0
ar,are,0
ariadna,ariadnai,7
ariadnae,,nan
ariad,ariada,0
ariadn,ariadnii,0
ari,arim,0
a,arbaria,0
qua,qua,0
quadrivulv,quadrivulvari,0
quadr,quadrhoy,0
quadrivulvat,quadrivulvath,0
quadrivulva,quadrivulvansi,0
qu,qui,0
quadrivu,quadrivua,0
quad,quada,0
quadrivulvata,quadrivulvatae,0
quadrivul,quadrivulva,1
vi,via,0
vis,,nan
v,vicax,0
vi,vidi,0
vi,vi,1
vi,via,0
visit,visitatum,0
visite,visites,1
visi,visi,0
v,viae,0
d,des,0
dag,daga,0
dagostin,dagostina,0
dagosti,dagostic,0
da,da,1
dago,dago,0
dagostinae,,nan
dagost,dagosternensis,0
dagostina,dagostina,0
dagos,dagos,0
cultri,cultrix,0
cultridens,cultridensis,0
cultride,cultrides,0
cultr,cultra,0
cul,cula,0
c,chii,0
cult,cultra,0
cultrid,cultridata,0
cu,culus,0
cultriden,cultridensis,1
zeb,zebsa,0
zebrin,zebrinai,5
zebrina,zebrinae,6
z,zebensis,0
zebrina,,nan
zebrina,zebrinae,17
zebrina,,nan
zebrin,zebrinae,1
zeb,zebi,0
zebrina,,nan
fai,fai,0
faisalabadens,,nan
f,feng,0
faisalabadensi,,nan
faisal,faisali,0
faisalabade,,nan
faisalabad,faisalabad,0
faisalabaden,,nan
faisa,faisae,0
fa,fa,0
curv,curvi,0
curvilinea,curvilineata,0
curvil,curvil,0
curvili,curvilis,0
curvilineatu,curvilineatum,18
curvilineatus,,nan
curviline,curvilinei,0
cur,cura,0
curvi,curvidus,1
cu,cula,0
phaeo,phaeoides,0
phae,phae,0
phaeoch,phaeochirus,0
ph,phalica,0
p,pettiana,0
phaeoc,phaeochica,0
phaeochor,phaeochorus,0
phaeocho,phaeochorum,0
pha,phalae,0
phaeochorda,phaeochordana,3
crassi,crassia,0
crassibulb,crassibulbi,0
c,chrosus,0
crassibul,crassibula,0
crassibu,crassibum,0
cra,cra,0
cras,crass,0
crassib,crassibus,0
crass,crass,1
crassibulba,,nan
longicymbiali,,nan
longi,longis,0
l,lae,1
longic,longica,0
longicymbia,,nan
longicymbial,longicymbial,13
lon,loni,0
lo,lo,0
longicym,longicymma,0
long,long,3
orin,orini,1
o,osus,0
orine,orinensis,0
ori,oriana,0
orin,orini,5
orin,orini,1
o,on,0
o,or,0
orine,orinensis,0
orines,,nan
nig,nigera,1
nigricu,,nan
nigricula,,nan
nigr,nigri,2
ni,ni,0
nigric,nigrica,2
nigric,nigricea,0
nigricula,,nan
nigr,nigre,12
nigricul,nigriculum,6
cor,cora,0
co,co,0
corticeus,,nan
cortic,cortic,1
corticeu,corticeum,1
corticeus,,nan
c,chi,0
c,chinnae,0
corti,cortiana,0
corticeus,,nan
dod,dodorum,0
dod,dodensis,0
do,do,0
dod,dodae,0
dodo,dodovus,0
do,doensis,0
do,do,0
d,diensis,0
d,dens,0
dodo,dodorum,0
sidel,sideli,1
sidella,sidellata,4
sid,sidji,0
s,strucula,0
sidel,sidellus,0
sidella,sidellatus,1
sidell,sidelli,0
side,sides,0
sidell,sidelloi,0
s,sali,0
l,landi,0
lasal,lasalae,0
lasalana,,nan
la,,nan
l,landensis,0
la,lae,0
las,las,0
lasalan,lasalani,2
las,lasi,0
lasalana,,nan
flab,flabersi,0
flabellatu,,nan
fl,flewi,0
f,formans,2
flabellatus,,nan
flabell,flabellum,6
flabellat,flabellatae,9
flabella,,nan
flabel,flabelgi,0
fla,fla,0
anjozor,anjozorum,0
anjozoro,anjozoro,0
anjoz,anjozai,0
anjozorobe,anjozorobensis,3
anjo,anjoruzzi,0
a,a,0
anjozorob,anjozorobi,0
anj,anjae,0
an,anthiana,0
anjozo,anjozo,0
evan,evana,0
evans,evans,0
ev,evi,0
evansi,,nan
ev,evi,0
evan,evanum,0
eva,eva,4
ev,evi,0
e,ense,0
evan,evanum,0
dean,deanariae,0
de,deri,0
de,deri,0
deang,deang,0
deang,deange,0
d,dalensis,0
dean,deanae,0
deangia,deangiae,1
dea,deae,6
dea,deae,0
seve,severue,0
sevegn,sevegnai,0
sevegnaniae,,nan
se,sensis,3
sevegna,sevegna,0
s,shunaensis,0
sevegnan,sevegnani,0
sev,sevi,0
sevegnania,sevegnania,0
seveg,sevegnathi,0
rubripl,rubripludus,0
rubriple,rubriplegus,0
r,rigua,0
rubrip,rubrips,2
ru,rum,0
rub,rub,0
rubri,rubris,0
rubripleur,rubripleur,0
rubr,rubris,0
rubripleura,,nan
watari,wataria,0
w,wani,0
wa,wai,12
wat,wati,0
watari,wataris,5
watarii,,nan
watar,watare,0
watarii,,nan
watarii,,nan
watarii,,nan
p,pita,0
pseudoferrugine,pseudoferrugineum,1
pseu,pseus,0
pse,pse,0
pseudofe,pseudofemur,0
pseudoferrugin,pseudoferruginoides,0
pseudoferrugi,pseudoferrugiensis,0
pseudoferrug,pseudoferrugus,0
pseudo,pseudo,0
pseudof,pseudofasciata,0
vainuia,vainuiae,11
va,va,0
vainuia,vainuiae,0
vainui,vainui,0
vainu,vainum,0
v,villei,0
vainuia,vainuianus,18
va,va,0
va,va,0
vainuia,vainuiai,1
alpi,alpi,0
alpig,alpiga,0
al,alca,1
alpigen,alpigensis,0
alpigenoi,,nan
alpige,alpiger,0
alpigeno,alpigenoi,10
a,aguena,1
alp,alpi,0
alpigenoides,,nan
rastru,rastrus,0
r,ris,0
rast,rasta,0
ras,rashre,0
rastrum,rastrumus,4
rastrum,,nan
rast,rastianus,0
r,rum,0
ra,ra,0
rast,rasta,0
paucisp,paucispia,1
pauc,paucheri,0
pauci,pauci,0
p,pos,0
paucispina,,nan
pau,paut,2
pa,pa,0
paucispi,paucispinus,6
paucis,paucista,0
paucispin,paucispinum,2
hip,hipum,0
hip,hipus,0
hip,hipus,0
hippi,hippi,0
hippie,hippiella,0
hippi,hippi,0
hipp,hippi,0
h,hami,0
h,hrabmottomi,0
hippie,hippieta,0
b,bordo,0
bal,bal,0
baline,balineae,0
b,berg,0
balin,balina,0
bali,balis,4
ba,banii,0
bali,balis,2
b,berg,0
baline,baline,0
l,landi,0
laniu,laniu,19
lani,lania,0
laniu,,nan
laniu,laniu,6
la,laya,0
laniu,,nan
laniu,,nan
la,lake,1
lan,lani,0
lyug,lyugi,0
lyugadinu,,nan
l,landica,0
lyugadin,lyugadina,0
lyuga,lyuga,0
ly,lybus,0
lyugad,lyugada,0
lyugadinus,,nan
lyu,lyun,0
lyugadi,lyugadi,0
tenebrosus,,nan
tenebro,tenebrooki,0
ten,tens,0
te,ten,0
tenebr,tenebrum,0
tene,tenei,0
teneb,tenebaria,0
t,ta,0
tenebrosu,tenebrosum,0
tenebros,,nan
guangxicu,,nan
guangxic,guangxica,1
gu,guana,1
g,guente,0
gua,gua,0
guangx,guangxia,0
guangxi,guangxia,0
guangxicus,,nan
guan,guana,1
guang,guang,0
s,s,0
sa,sa,0
sara,sara,0
sarahcrewsae,,nan
sarahc,sarahchiensis,0
sarahcrew,sarahcrewsi,0
sarahcr,sarahcrisi,0
sarahcrews,sarahcrewsi,0
sarahcre,sarahcre,0
sar,saria,0
